PAPER_ID,GPTZERO,TITLE,DISCIPLINE,PAPER_TYPE,STUDENT_LEVEL,SEX,NATIVENESS,TEXTUAL_FEATURES
NUR.G1.06.1,H,Top Ten U.S. Health Problems,Nursing,Report,First Year Graduate,Female,NS,Reference to sources
NUR.G1.08.1,H,Improving patient value in health care,Nursing,Report,First Year Graduate,Female,NS,"Definitions,  Problem-solution pattern,  Reference to sources"
NUR.G2.01.1,H,The 10 most effective life strategies,Nursing,Report,Second Year Graduate,Female,NS,"Problem-solution pattern,  Reference to sources"
NUR.G2.02.1,SAI,Family and Chronic Illness: A Home Visit,Nursing,Report,Second Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
NUR.G2.03.1,H,Reflection & Analysis Critique on a Client with Chronic Illness,Nursing,Report,Second Year Graduate,Female,NNS (L1: Korean),"Problem-solution pattern,  Literature review section,  Reference to sources"
NUR.G2.03.4,H,Interaction Model of Client Health Behavior and Womanist Thought,Nursing,Report,Second Year Graduate,Female,NNS (L1: Korean),"Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NUR.G2.04.1,H,Nursing Minimum Data Sets and Gadamer's Hermeneutic Philosophy of Language,Nursing,Report,Second Year Graduate,Female,NS,"Problem-solution pattern,  Literature review section,  Reference to sources"
NUR.G2.05.1,H,Adolescent Condom Use and the Theory of Planned Behavior,Nursing,Report,Second Year Graduate,Female,NNS (L1: Unknown),"Literature review section,  Reference to sources"
NUR.G3.02.1,SAI,Parent Question Paper,Nursing,Report,Third Year Graduate,Female,NS,Reference to sources
NUR.G3.03.1,H,Family Caregivers of Recurrent Breast Cancer Patients: Factors Affecting Perceived Burden,Nursing,Report,Third Year Graduate,Female,NS,"Tables, graphs or figures,  Literature review section,  Reference to sources"
NUR.G3.04.1,H,Colon Therapy: Science or Pseudoscience?,Nursing,Report,Third Year Graduate,Female,NS,"Definitions,  Reference to sources"
NUR.G0.13.1,H,HIV education intervention,Nursing,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NUR.G0.15.2,H,Inadequate Activity: Assessment and Intervention,Nursing,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NUR.G3.05.1,H,KASE-AQ Pediatric,Nursing,Research Paper,Third Year Graduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
PHI.G0.04.2,H,Moral Approval and Disapproval,Philosophy,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.05.1,H,The Pits and Folds of Religious Tolerance,Philosophy,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.06.4,SAI,The Embezzlement Problem,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.06.6,H,Emotivism and Solomon's Theory of Emotions,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.06.8,H,Reliabilism as a theory of justification,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.07.1,H,"Hypothetical Imperatives, Moral Imperatives, and the Objectivity of Values",Philosophy,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.07.2,H,The Doctrine of Double Effect and Intuitions Regarding Hiroshima and Nagasaki,Philosophy,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.12.1,HPAI/LP,Homosexuality and Marriage,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.14.1,H,Early Fetuses and Constitutional Rights,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.15.1,H,Transaction Ethics,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Bosnian),Reference to sources
PHI.G0.16.1,H,Basic Frameworks of Moral Justification and Hierarchy of Human Needs,Philosophy,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Chinese),Reference to sources
PHI.G0.18.1,H,John Locke and Knowledge,Philosophy,Argumentative Essay,Final Year Undergraduate,Male,NS, 
PHI.G1.01.1,H,Can a lump of clay and a statue be identical?,Philosophy,Argumentative Essay,First Year Graduate,Male,NS,Reference to sources
PHI.G1.02.1,H,A Defense of Ontological Relativity,Philosophy,Argumentative Essay,First Year Graduate,Male,NNS (L1: Spanish),Reference to sources
PHI.G1.04.1,H,Explanation and Understanding,Philosophy,Argumentative Essay,First Year Graduate,Male,NNS (L1: Swedish),Reference to sources
PHI.G2.01.1,H,On Hempel's Account of Scientific Explanations,Philosophy,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
PHI.G2.02.1,H,Can We Say the Luminiferous Aether Isn't Real?,Philosophy,Argumentative Essay,Second Year Graduate,Male,NS,"Problem-solution pattern,  Reference to sources"
PHI.G3.01.1,H,That's Some Fancy Thinkin': Accounting for Pretended Ideas in Hume's Treatise,Philosophy,Argumentative Essay,Third Year Graduate,Male,NS,Reference to sources
PHI.G3.02.1,H,Defending a Broader Intentionalism,Philosophy,Argumentative Essay,Third Year Graduate,Male,NS,"Definitions,  Abstract,  Problem-solution pattern,  Reference to sources"
PHI.G3.03.1,H,Aristotle on Belief and Imagination,Philosophy,Argumentative Essay,Third Year Graduate,Male,NS,"Definitions,  Reference to sources"
PHI.G0.01.1,H,George Schlesinger and Pascal's Wager,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.02.1,H,Aristotle on Friendship,Philosophy,Critique/Evaluation,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.02.2,H,Explaining Locke's Primary and Secondary Qualities,Philosophy,Critique/Evaluation,Final Year Undergraduate,Male,NS,"Definitions,  Problem-solution pattern,  Reference to sources"
PHI.G0.06.1,SAI,Examining Socrates' Desire Theory,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
PHI.G0.06.2,H,Pleonexia and Socrates’ Republic,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.06.7,H,Gilbert and Directions of Correspondence: a Critique of Velleman,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
PHI.G0.09.1,H,Kant's Transcendental Aesthetic,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
PHI.G0.10.1,H,Music and Negative Emotion,Philosophy,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
PHI.G0.13.1,H,"The Chinese Room, and What it Takes to Build a Mind",Philosophy,Critique/Evaluation,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G1.05.1,H,The priority of equal opportunity,Philosophy,Critique/Evaluation,First Year Graduate,Male,NS,"Problem-solution pattern,  Reference to sources"
PHI.G0.02.3,H,Two Distinctions in Kant,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.03.1,H,Grice's Analysis of Metaphor and Irony,Philosophy,Report,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
PHI.G0.04.1,H,The Morality of Commonality and Agent-Specific Restrictions,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.06.3,SAI,The Meaning of Wrong,Philosophy,Report,Final Year Undergraduate,Female,NS, 
PHI.G0.08.1,SAI,The Cartesian Circle,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.08.2,H,Reliabilism as a theory of knowledge,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.11.1,H,Final Cause and Necessity in Nature,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G0.17.1,H,The composition of the Earth,Philosophy,Report,Final Year Undergraduate,Female,NS,Reference to sources
PHI.G0.17.2,AI/AH,God and Omnipotence,Philosophy,Report,Final Year Undergraduate,Female,NS, 
PHI.G0.18.2,SAI,Determinism and Free Will,Philosophy,Report,Final Year Undergraduate,Male,NS,Definitions
PHI.G0.19.1,H,Hume and Smith on Justice ,Philosophy,Report,Final Year Undergraduate,Male,NS,Reference to sources
PHI.G1.03.1,H,Does Conceivability Imply Possibility? Relieveing Kripke's Worries about Mind-Body Identity,Philosophy,Report,First Year Graduate,Male,NS,Abstract
PHI.G1.02.2,H,The Problem of Necessary / a posteriori and Contingent / a priori Truths,Philosophy,Research Paper,First Year Graduate,Male,NNS (L1: Spanish),"Definitions,  Tables, graphs or figures,  Reference to sources"
PHI.G0.06.5,H,The Evaluative Role of Pain,Philosophy,Response Paper,Final Year Undergraduate,Female,NS, 
PHY.G2.03.2,H,Teleportation with Trapped Ions,Physics,Critique/Evaluation,Second Year Graduate,Male,NS,Reference to sources
PHY.G3.01.1,H,2D Electronic Spectroscopy of Biological Systems,Physics,Proposal,Third Year Graduate,Male,NS,"Methodology section,  Tables, graphs or figures,  Reference to sources"
PHY.G0.01.2,H,Quantum Mechanical Solutions to Problems with the Solar Model,Physics,Report,Final Year Undergraduate,Male,NS,"Definitions,  Problem-solution pattern,  Reference to sources"
PHY.G1.01.1,H,Bose-Einstein Condensation,Physics,Report,First Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Reference to sources"
PHY.G1.02.1,H,Optical Lattices: A Study of Bose-Hubbard Model,Physics,Report,First Year Graduate,Female,NNS (L1: Chinese),"Discussion of results section,  Reference to sources"
PHY.G2.01.1,H,The Weaponization of Space,Physics,Report,Second Year Graduate,Male,NS,Reference to sources
PHY.G2.02.1,H,Search for SUSY Signatures in the Dilepton Channel at CDF,Physics,Report,Second Year Graduate,Male,NNS (L1: Sinhala),"Abstract,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
PHY.G2.03.1,H,Fast Quantum Gates with Trapped Ions,Physics,Report,Second Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
PHY.G2.04.1,H,Tripod-STIRAP,Physics,Report,Second Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
PHY.G2.05.2,H,Fixation in a generalized voter model,Physics,Report,Second Year Graduate,Male,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
PHY.G2.07.1,SAI,Interacting network dynamics of neural populations,Physics,Report,Second Year Graduate,Female,NS,"Methodology section,  Reference to sources"
PHY.G2.08.1,H,Atom Interferometer as a Sagnac Effect Gyroscope,Physics,Report,Second Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
PHY.G3.02.1,H,Quantum Information Article Critique,Physics,Report,Third Year Graduate,Male,NS,"Tables, graphs or figures"
PHY.G3.03.1,H,Effective Gauge Fields in Optical Lattices,Physics,Report,Third Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Literature review section,  Reference to sources"
PHY.G0.01.1,H,Measuring Planck's Constant with the Photoelectric Effect,Physics,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
PHY.G0.02.1,H,"Energy Minimization, Molecular Mechanics, and Chemistry",Physics,Research Paper,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Discussion of results section"
PHY.G0.03.1,H,Determination of the Charge-to-Mass Ratio of the Electron ,Physics,Research Paper,Final Year Undergraduate,Female,NS,"Discussion of results section,  Tables, graphs or figures"
PHY.G0.04.1,H,Gamma Ray Spectroscopy,Physics,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Reference to sources"
PHY.G0.04.2,H,Atomic and Molecular Spectroscopy,Physics,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Tables, graphs or figures"
PHY.G2.05.1,H,Opinion Dynamics in a Voter Model,Physics,Research Paper,Second Year Graduate,Male,NS,"Definitions,  Methodology section,  Discussion of results section,  Reference to sources"
PHY.G2.06.1,H,Percolation on the Kleinberg Small-World Networks,Physics,Research Paper,Second Year Graduate,Male,NS,"Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
POL.G0.01.1,SAI,Roe v. Wade,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.03.2,H,The E.U.: An Intergovernmental Organization with Supranational Aspirations,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.04.1,H,Democratization of the European Union,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.05.1,H,How much choice is too much?,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.07.1,H,Legal Reasoning in Lawrence v Texas,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.09.1,H,Estelle v. Gamble- Healthcare in the Prison System,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.11.1,H,German Surrender of Autonomy to Fascism,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS, 
POL.G0.12.1,H,The Role of Party Identification in Voting Behavior,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.17.1,H,Theories of Legal Constraint ,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.28.1,SAI,Socio-Economic Rights and the South African Truth and Reconciliation Comission,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS,"Definitions,  Problem-solution pattern,  Reference to sources"
POL.G0.32.1,H,The Countermjoritarian Myth,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.39.1,H,Analysis of British Rule of India,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.41.1,H,Evgenia Ginzburg's Into the Whirlwind,Political Science,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.44.1,H,Power and the Urban Center,Political Science,Argumentative Essay,Final Year Undergraduate,Male,NS, 
POL.G1.03.1,H,Revolution and Family in Locke's Second Treatise,Political Science,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
POL.G1.05.1,H,White Nostalgia and Reflective Solidarity: Remembering the Combahee River Collective,Political Science,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
POL.G2.02.1,H,Perpetual Peace: Is a Cosmopolitan Constitutional Order a Prerequsite?,Political Science,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
POL.G3.01.1,H,Measuring Racial Prejudice,Political Science,Argumentative Essay,Third Year Graduate,Female,NS,Reference to sources
POL.G3.02.1,H,Effect of Anxiety to Citizens' Political Capability,Political Science,Argumentative Essay,Third Year Graduate,Male,NNS (L1: Japanese),"Literature review section,  Reference to sources"
POL.G0.02.1,H," midterm, law and public policy/ constitutional law",Political Science,Critique/Evaluation,Final Year Undergraduate,Female,NNS (L1: Filipino (Tagalog and Illocano)),Reference to sources
POL.G0.17.2,H,Direct vs. Indirect Effects of the Supreme Court,Political Science,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
POL.G0.26.1,H,Hannah Arendt's Conception of Totalitarianism,Political Science,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.27.1,HPAI/LP,Family Leave in US,Political Science,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.37.1,AI/AH,U.S. Civil Liberties,Political Science,Critique/Evaluation,Final Year Undergraduate,Female,NNS (L1: Russian), 
POL.G0.42.1,H,You can't hurt me. I'm with the Union.,Political Science,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.47.1,H,Political Ad Analysis ,Political Science,Critique/Evaluation,Final Year Undergraduate,Male,NNS (L1: Korean), 
POL.G2.03.1,SAI,Deportation Policy,Political Science,Critique/Evaluation,Second Year Graduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
POL.G0.03.1,H,The impact of the rise of political activity on the Internet on Democratic victories in the midterm elections of 2006,Political Science,Proposal,Final Year Undergraduate,Male,NS,"Methodology section,  Problem-solution pattern,  Literature review section"
POL.G0.14.1,H,Tufte and The Political Business Cycle,Political Science,Proposal,Final Year Undergraduate,Male,NS,"Methodology section,  Literature review section,  Reference to sources"
POL.G3.03.1,H,Priming the Common Enemy,Political Science,Proposal,Third Year Graduate,Female,NS,"Methodology section,  Tables, graphs or figures,  Literature review section,  Reference to sources"
POL.G0.02.2,H,Curbing corruption through electoral reform ,Political Science,Report,Final Year Undergraduate,Female,NNS (L1: Filipino (Tagalog and Illocano)),"Definitions,  Tables, graphs or figures,  Reference to sources"
POL.G0.06.1,H,Candidate debates in Vermont ??,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.15.1,HPAI/LP,Presidential Library- Vietnam Withdrawal,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.16.1,H,Human Trafficking in an International Context,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.18.1,SAI,Increases in HIV/AIDS Education and Prevention in China,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.19.1,H,"Space, Class, and Party—Critical Tools of Democratization in Nicaragua",Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.20.1,SAI,Implications of Georgian NATO Membership,Political Science,Report,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
POL.G0.21.1,H,Political Realignment in the South,Political Science,Report,Final Year Undergraduate,Male,NNS (L1: Urdu),Reference to sources
POL.G0.22.1,H,China's Evolving Role in Peacekeeping,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.23.1,SAI,'In God we trust?' - The Battle between Evolution and Intelligent Design,Political Science,Report,Final Year Undergraduate,Male,NS,"Definitions,  Reference to sources"
POL.G0.24.1,H,Ethics in International Devolopment,Political Science,Report,Final Year Undergraduate,Female,NS, 
POL.G0.25.1,H,What Is A Jew?,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.29.1,H,Seeking Hope at Home,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.31.1,H,Union Now: Day Care Providers in NY,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.32.2,H,"""The Blocking Machine""",Political Science,Report,Final Year Undergraduate,Male,NS, 
POL.G0.33.1,SAI,Education Policy in Singapore and the U.S.,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.34.1,HPAI/LP,The Jewish Republican,Political Science,Report,Final Year Undergraduate,Male,NS,"Methodology section,  Reference to sources"
POL.G0.35.1,H,Inherent Racism in our Political System,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.36.1,H,Disability Rights,Political Science,Report,Final Year Undergraduate,Male,NS, 
POL.G0.38.1,H,Does BCRA really work?,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.40.1,HPAI/LP,The Many Faces of Populism in Latin America,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.43.1,H,Violence and the Nation,Political Science,Report,Final Year Undergraduate,Male,NS,Reference to sources
POL.G0.45.1,HPAI/LP,International Organization and Integration Thought Paper,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.45.2,H,Human Rights in Sierra Leone,Political Science,Report,Final Year Undergraduate,Female,NS,Reference to sources
POL.G0.46.1,,International Law During the War on Terror,Political Science,Report,Final Year Undergraduate,Male,NNS (L1: Arabic),"Definitions,  Reference to sources"
POL.G1.01.1,,Divided Government in France,Political Science,Report,First Year Graduate,Female,NS,Reference to sources
POL.G1.02.1,,The Divergent Trajectories of Political Islam in Turkey and Indonesia,Political Science,Report,First Year Graduate,Female,NS,Reference to sources
POL.G1.04.1,,Democracy Derailed in Russia ,Political Science,Report,First Year Graduate,Male,NS,Reference to sources
POL.G2.01.1,,Wilson's When Work Disappears,Political Science,Report,Second Year Graduate,Male,NNS (L1: Spanish),"Tables, graphs or figures"
POL.G0.01.2,,Electoral Reform in Indonesia,Political Science,Research Paper,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
POL.G0.13.1,,Daily Show Political Analysis,Political Science,Research Paper,Final Year Undergraduate,Female,NNS (L1: Hindi),"Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
POL.G0.30.1,,The Politicization of SCHIP,Political Science,Research Paper,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Literature review section,  Reference to sources"
PSY.G0.01.1,,World Leaders Pretend,Psychology,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
PSY.G0.02.2,,Review of Rosenhan: On Being Sane in Insane Places ,Psychology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.10.2,,Investing the Learning Technologies,Psychology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.13.1,,Duality and the Mind,Psychology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.15.1,,The Cultural Effects on the Self,Psychology,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Greek),Reference to sources
PSY.G0.23.1,,Evaluation of Psychology class,Psychology,Argumentative Essay,Final Year Undergraduate,Male,NS, 
PSY.G0.34.2,,The Trouble with Evan,Psychology,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Korean),Reference to sources
PSY.G0.37.1,,Bilingual Education,Psychology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G1.11.4,,Treating psychopathology in adults,Psychology,Argumentative Essay,First Year Graduate,Female,NNS (L1: German and Spanish),Reference to sources
PSY.G2.03.1,,Development of Prefrontal Cortex in Adolescence,Psychology,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
PSY.G2.08.1,,Dissatisfactions with Job Satisfaction Measurement: The Context-Dependency of Work Attitudes,Psychology,Argumentative Essay,Second Year Graduate,Male,NS,"Discussion of results section,  Literature review section,  Reference to sources"
PSY.G2.10.1,,Can projective assessment instruments be helpful with the five common reasons for psychological testing?,Psychology,Argumentative Essay,Second Year Graduate,Female,NNS (L1: Korean),Reference to sources
PSY.G2.10.2,,Understanding Dorris's The Broken Cord from a Multiple Systems Perspective,Psychology,Argumentative Essay,Second Year Graduate,Female,NNS (L1: Korean),Reference to sources
PSY.G3.01.1,,Environmental and Social Influences on Sula,Psychology,Argumentative Essay,Third Year Graduate,Female,NS,"Problem-solution pattern,  Reference to sources"
PSY.G3.03.1,,"Culture, Mental Disorders, and Evolutionary Analyses",Psychology,Argumentative Essay,Third Year Graduate,Female,NS,"Definitions,  Problem-solution pattern,  Literature review section,  Reference to sources"
PSY.G3.08.1,,Sexual Harassment... Not so sexual,Psychology,Argumentative Essay,Third Year Graduate,Female,NS,"Definitions,  Discussion of results section,  Literature review section,  Reference to sources"
PSY.G0.19.3,,If Only I Had Read Ahead,Psychology,Creative Writing,Final Year Undergraduate,Female,NS, 
PSY.G0.02.1,,Review of Eysenck: The Effects of Psychotherapy,Psychology,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.26.1,,Critical Review of Whorf: An American Indian Model of the Universe,Psychology,Critique/Evaluation,Final Year Undergraduate,Male,NS,Reference to sources
PSY.G0.34.1,,John/Joan Case Study and the Obedience Study,Psychology,Critique/Evaluation,Final Year Undergraduate,Female,NNS (L1: Korean),"Definitions,  Reference to sources"
PSY.G0.38.2,,Increasing women in math and science,Psychology,Critique/Evaluation,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Literature review section,  Reference to sources"
PSY.G1.08.1,,The relation of social address variables to developmental outcomes,Psychology,Critique/Evaluation,First Year Graduate,Female,NS, 
PSY.G1.10.1,,Applying Erikson: a proposed model,Psychology,Critique/Evaluation,First Year Graduate,Female,NS,"Definitions,  Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
PSY.G1.11.5,,Final paper scholarship women of color,Psychology,Critique/Evaluation,First Year Graduate,Female,NNS (L1: German and Spanish),Reference to sources
PSY.G2.05.1,,A Brief Critique of the DSM-IV,Psychology,Critique/Evaluation,Second Year Graduate,Female,NS,"Definitions,  Reference to sources"
PSY.G2.10.4,,Evaluation of Behavioral and Cognitive Behavioral Theories and Interventions,Psychology,Critique/Evaluation,Second Year Graduate,Female,NNS (L1: Korean),Reference to sources
PSY.G2.10.5,,Critique of the DSM-IV,Psychology,Critique/Evaluation,Second Year Graduate,Female,NNS (L1: Korean),"Definitions,  Problem-solution pattern,  Reference to sources"
PSY.G0.14.1,,The Possible Effects of Isolation and Conspecifics in the Emission of 22kHz USVs in Adult Rats,Psychology,Proposal,Final Year Undergraduate,Female,NNS (L1: Vietnamese),"Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
PSY.G0.17.1,,Prevention Mechanisms for Clinical and Sub-Clinical Eating Disorders: A Proposal Study,Psychology,Proposal,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
PSY.G0.43.1,,Sleep Grant Proposal,Psychology,Proposal,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Literature review section,  Reference to sources"
PSY.G1.06.1,,Self-Enhancing Ingroup Stereotyping,Psychology,Proposal,First Year Graduate,Female,NS,"Methodology section,  Problem-solution pattern,  Literature review section,  Reference to sources"
PSY.G1.11.3,,The moderating effects of cultural values and racial/cultural identity in the relation between gender and the psychological well-being of Latino adolescents,Psychology,Proposal,First Year Graduate,Female,NNS (L1: German and Spanish),"Literature review section,  Reference to sources"
PSY.G3.02.1,,Communication of Appetitive Emotion in Rats: Exploring the Nature of 50kHz Ultrasonic Vocalizations,Psychology,Proposal,Third Year Graduate,Male,NS,Reference to sources
PSY.G0.03.1,,Negative Effects of Early-Onset Puberty in Girls,Psychology,Report,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Literature review section,  Reference to sources"
PSY.G0.05.1,,Immigrant Life History Paper,Psychology,Report,Final Year Undergraduate,Male,NNS (L1: Mandarin),Reference to sources
PSY.G0.06.1,,Advanced Methods in Organizational Psychology Literature Review,Psychology,Report,Final Year Undergraduate,Female,NS,"Literature review section,  Reference to sources"
PSY.G0.07.1,,Homosexuality: A Literature Review,Psychology,Report,Final Year Undergraduate,Male,NS,Reference to sources
PSY.G0.08.2,,Initial Perspective,Psychology,Report,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.09.1,,Perceptual Fluency Effects on Status-quo Response Styles,Psychology,Report,Final Year Undergraduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
PSY.G0.10.1,,Can Vouchers Improve the US School System?,Psychology,Report,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.11.2,,Architecture and Power: William L. Clements Library,Psychology,Report,Final Year Undergraduate,Male,NS,"Tables, graphs or figures"
PSY.G0.12.1,,Longitudinal Syndrome Follow-Up: PTSD,Psychology,Report,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.14.2,,Circadian Rhythms,Psychology,Report,Final Year Undergraduate,Female,NNS (L1: Vietnamese), 
PSY.G0.17.2,,Psychodynamic Theory in Therapy Techniques,Psychology,Report,Final Year Undergraduate,Female,NS, 
PSY.G0.20.1,,Experience Paper: Adult Rehabilitation at the University of Michigan Hospital,Psychology,Report,Final Year Undergraduate,Male,NS, 
PSY.G0.23.2,,The influence of hormones on spatial performance and maternal behavior in rodents,Psychology,Report,Final Year Undergraduate,Male,NS, 
PSY.G0.24.1,,Behavior of the Indri indri,Psychology,Report,Final Year Undergraduate,Male,NS,Reference to sources
